sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid
1,26,1,0,0,0,0,1,44,0,0,0
1,23,0,0,0,0,2,0,436,4,1,0
0,10,0,0,0,1,4,0,284,3,0,0
1,9,1,0,0,0,1,1,379,5,1,1
1,13,1,0,0,0,7,1,146,2,0,0
1,5,1,0,0,0,5,0,436,7,2,1
1,15,0,0,0,0,16,1,436,6,1,1
1,8,0,0,0,0,3,0,91,2,0,1
1,2,0,0,0,2,0,0,383,3,0,0
1,37,1,0,0,0,2,1,44,0,0,1
1,18,0,0,0,0,0,0,141,7,2,0
1,5,0,1,0,0,1,1,44,8,2,0
1,16,0,0,2,1,19,0,165,9,2,1
0,41,1,0,0,0,1,0,193,0,0,0
1,19,1,0,0,0,0,0,97,1,0,1
0,10,1,0,0,0,0,0,318,3,0,1
1,2,0,1,0,1,1,0,436,9,2,1
1,13,0,0,0,0,0,0,188,1,0,0
0,20,0,0,0,0,14,0,318,9,2,1
1,15,0,0,0,0,0,0,317,0,0,1
1,9,0,0,0,0,3,0,194,7,2,1
1,7,1,0,0,0,2,1,342,3,0,1
0,24,0,0,0,0,2,0,66,1,0,0
1,4,0,0,0,0,3,0,426,7,2,1
1,39,1,0,0,0,15,0,436,6,1,0
1,27,1,0,0,0,1,0,347,4,1,1
0,3,0,0,0,0,1,1,402,2,0,1
1,34,1,0,0,0,2,1,406,0,0,0
1,11,1,0,0,0,0,1,44,2,0,0
0,19,0,0,0,0,0,1,331,3,0,0
1,16,1,0,0,1,0,0,17,1,0,0
1,35,0,0,0,0,0,1,44,0,0,1
0,12,0,0,0,0,8,0,347,7,2,1
1,10,1,0,0,0,1,0,15,3,0,0
1,3,0,0,0,0,1,0,190,7,2,0
1,4,0,0,0,0,1,0,317,6,1,0
1,24,1,0,0,0,1,1,44,2,0,1
1,8,0,0,0,0,3,0,317,3,0,1
1,36,0,0,0,0,9,1,436,0,0,0
1,12,0,2,0,0,20,0,172,8,2,1
0,8,0,0,0,0,1,0,194,5,1,1
1,23,0,0,0,0,0,1,30,0,0,0
1,5,1,1,0,1,5,1,428,4,1,1
1,25,1,0,0,0,1,0,171,1,0,1
1,4,0,0,0,0,0,1,379,2,0,1
0,9,1,0,0,0,6,0,194,2,0,1
0,24,0,0,0,0,2,1,436,2,0,0
1,7,0,0,0,0,8,0,194,5,1,1
1,31,0,0,0,0,4,1,44,1,0,0
1,8,0,1,0,0,7,0,436,8,2,1
1,34,1,0,0,0,1,0,176,0,0,0
0,42,1,0,0,0,2,0,9,0,0,0
0,5,0,0,0,0,0,1,44,5,1,0
1,12,0,0,0,0,2,1,139,6,1,0
1,30,0,0,0,0,9,0,436,5,1,1
1,14,0,0,0,0,2,0,141,6,1,1
1,6,0,0,0,0,5,0,176,6,1,1
0,8,0,0,0,0,3,0,233,4,1,1
1,4,0,0,0,0,3,0,436,4,1,1
1,26,0,0,0,0,2,0,176,1,0,0
1,14,1,0,0,0,3,0,172,3,0,0
0,9,0,0,0,0,1,1,44,1,0,0
1,34,0,0,0,0,15,1,140,3,0,1
1,43,1,0,0,0,3,1,44,1,0,1
1,51,0,0,0,0,3,1,44,0,0,0
0,3,1,0,0,0,1,0,194,5,1,0
1,13,1,1,0,0,2,1,287,5,1,1
1,1,0,0,2,0,3,0,194,3,0,1
1,6,0,0,5,0,12,1,436,8,2,1
1,6,1,0,0,0,3,0,194,7,2,1
1,12,1,0,0,0,6,0,436,6,1,0
1,25,0,0,0,0,4,0,374,0,0,1
1,6,0,0,0,1,4,0,194,6,1,0
0,12,1,0,0,0,7,1,436,6,1,0
1,7,0,0,0,0,5,0,222,8,2,1
1,39,1,0,0,0,0,1,437,1,0,1
0,38,1,0,0,0,1,0,174,7,2,0
1,3,0,0,0,0,1,0,436,7,2,0
1,13,0,3,0,0,6,0,341,9,2,1
0,5,0,0,0,0,1,0,436,8,2,0
1,12,0,1,0,2,15,0,65,9,2,1
1,46,1,0,0,0,0,0,362,2,0,0
0,3,1,0,0,0,0,0,194,5,1,1
1,18,0,0,0,0,5,0,436,2,0,0
0,32,0,0,0,0,1,0,436,0,0,0
1,5,0,0,0,0,0,1,44,2,0,1
0,7,1,0,0,0,5,0,300,6,1,0
0,29,0,0,0,0,1,0,15,5,1,0
1,10,0,0,0,1,7,0,436,7,2,1
1,36,1,0,0,0,14,1,44,3,0,1
1,7,1,0,0,1,5,1,436,8,2,1
1,45,1,0,0,0,0,1,44,0,0,1
1,17,0,0,0,0,2,1,30,6,1,0
1,2,0,8,0,0,9,0,436,3,0,1
1,14,0,0,0,0,2,0,436,2,0,0
1,7,0,0,0,0,8,1,44,9,2,1
1,15,1,0,0,0,0,1,44,0,0,0
1,11,0,0,0,0,7,0,436,2,0,0
1,19,0,1,0,1,12,1,136,8,2,1
0,2,1,0,2,1,3,1,44,9,2,1
1,14,0,0,0,0,1,0,250,1,0,1
1,54,1,0,0,0,1,1,140,0,0,0
1,20,1,0,0,0,0,0,318,0,0,0
1,22,1,0,0,0,0,0,318,1,0,0
1,5,1,0,0,0,0,0,58,2,0,0
1,3,1,0,0,0,5,0,268,7,2,1
1,9,1,0,0,0,4,0,284,6,1,1
1,37,1,0,0,0,13,0,318,5,1,1
1,5,0,0,3,0,5,0,64,8,2,1
0,23,1,0,0,0,0,1,44,0,0,0
1,38,1,0,0,0,1,1,44,0,0,0
1,37,1,0,0,0,11,1,436,6,1,0
1,10,0,0,0,0,3,0,284,1,0,0
1,38,0,0,0,0,3,1,247,1,0,0
1,35,1,0,0,0,0,1,44,0,0,0
1,9,0,0,0,0,6,0,311,4,1,1
1,4,1,0,0,0,0,0,194,4,1,1
0,4,0,0,0,1,0,0,194,3,0,1
1,15,0,0,0,0,7,1,431,5,1,1
1,16,0,0,0,0,15,0,436,6,1,0
1,14,0,0,0,0,12,0,318,7,2,0
1,29,0,4,0,1,14,0,194,8,2,1
1,7,0,0,4,4,14,0,188,9,2,1
1,38,1,0,0,0,0,0,171,0,0,0
1,10,0,0,0,0,4,0,60,5,1,1
1,2,0,2,0,0,2,0,194,8,2,1
0,9,1,0,0,0,1,0,436,6,1,1
0,11,0,0,0,0,11,0,318,7,2,0
1,54,1,0,0,0,3,0,436,0,0,0
0,6,0,0,0,0,2,1,30,6,1,1
1,27,0,0,0,0,3,0,34,8,2,0
1,12,0,0,0,0,7,1,30,9,2,1
1,27,0,0,0,0,0,1,44,0,0,0
1,29,1,0,0,0,0,1,44,0,0,0
1,6,0,0,0,0,0,0,53,2,0,1
1,2,0,0,0,0,0,1,44,2,0,1
1,33,1,0,0,0,6,0,436,0,0,1
1,16,0,0,0,0,2,1,346,2,0,0
0,31,1,0,0,0,2,1,431,1,0,1
1,23,1,0,0,0,5,0,176,0,0,0
1,31,1,0,0,0,1,0,341,2,0,0
0,16,1,0,0,0,2,0,426,2,0,1
0,10,0,0,0,0,0,1,44,2,0,0
1,15,1,0,0,0,2,1,139,1,0,0
1,28,0,0,0,0,0,0,141,6,1,0
1,3,0,0,0,0,0,1,137,3,0,0
1,8,0,0,1,3,14,0,250,8,2,1
1,40,0,0,0,0,24,0,177,5,1,1
0,2,0,0,0,3,2,0,436,9,2,1
1,10,0,0,0,0,0,1,287,3,0,1
1,3,1,0,0,0,0,0,194,7,2,1
1,16,0,0,0,0,3,1,436,0,0,0
1,14,0,2,0,0,15,0,141,7,2,1
1,20,0,0,0,1,10,0,348,3,0,1
1,4,0,0,0,0,0,0,65,2,0,0
1,24,1,0,0,0,2,0,318,4,1,1
0,39,1,0,0,0,0,1,135,3,0,0
0,38,1,0,0,0,1,0,341,0,0,0
1,12,0,0,2,2,11,0,377,7,2,0
1,11,0,0,0,0,2,1,139,0,0,0
1,28,0,0,0,1,15,0,141,6,1,1
1,18,0,2,0,0,5,0,272,9,2,0
0,6,0,0,0,0,0,0,169,2,0,0
0,52,0,0,0,0,1,0,436,0,0,0
0,27,1,0,0,0,1,1,44,0,0,0
0,21,0,0,1,0,6,0,194,4,1,0
1,7,1,0,1,0,6,0,436,3,0,0
0,14,1,0,0,0,1,1,105,1,0,1
1,28,1,0,0,0,0,0,97,0,0,0
1,10,1,0,0,0,0,1,44,1,0,1
1,14,1,0,0,0,1,1,105,1,0,0
1,9,0,0,0,0,1,0,194,1,0,0
1,25,1,0,0,0,11,0,174,6,1,1
1,38,1,0,0,0,5,0,436,4,1,1
1,12,0,0,0,0,9,0,318,9,2,1
1,17,0,0,4,9,12,0,256,8,2,0
1,11,1,0,0,0,1,0,318,2,0,0
1,36,0,0,0,0,8,0,318,0,0,1
0,2,1,0,0,0,0,0,318,3,0,0
1,11,0,0,0,0,0,0,171,0,0,0
0,28,0,0,0,0,1,1,139,4,1,0
1,6,0,0,2,1,8,0,436,8,2,1
1,27,0,0,0,0,2,1,69,5,1,0
1,13,0,0,0,0,5,0,436,4,1,1
1,5,1,0,0,0,0,0,14,2,0,1
1,3,0,0,0,0,0,0,194,7,2,1
1,43,1,0,0,0,0,1,140,0,0,0
0,33,1,0,0,0,5,1,44,6,1,1
1,25,1,0,0,0,9,0,321,5,1,0
1,18,0,0,0,0,0,0,176,4,1,0
1,40,1,0,0,0,3,0,177,3,0,1
1,14,0,0,0,0,1,1,135,1,0,0
1,39,0,0,0,0,12,0,318,8,2,0
1,19,0,0,0,0,2,0,300,6,1,0
1,26,0,0,0,0,6,0,436,5,1,0
1,33,0,0,0,0,8,0,436,1,0,0
1,10,1,0,0,2,9,1,247,7,2,0
1,27,0,0,0,0,8,0,436,6,1,1
1,8,0,0,1,1,13,0,141,7,2,1
1,16,1,1,0,0,9,0,4,5,1,1
1,7,0,0,0,0,0,0,9,2,0,0
1,13,0,0,0,0,8,1,44,6,1,1
1,25,0,0,0,0,1,0,436,0,0,0
1,12,0,0,0,0,0,1,44,0,0,0
1,32,1,0,0,0,0,1,140,0,0,0
0,13,0,0,0,0,2,0,188,1,0,0
0,15,1,0,0,0,7,1,44,5,1,0
1,14,0,0,0,0,1,0,165,4,1,1
0,28,1,0,0,0,0,1,44,0,0,1
1,19,0,0,0,0,8,0,176,4,1,1
0,14,1,0,0,0,6,0,436,5,1,1
0,5,0,0,0,0,2,0,194,6,1,1
1,3,1,0,0,0,0,0,250,4,1,0
1,31,1,0,0,0,2,1,44,1,0,0
1,37,1,0,0,0,3,0,318,6,1,1
1,4,0,0,0,0,0,0,426,1,0,0
0,13,0,0,0,0,7,0,176,4,1,1
1,4,1,0,0,1,0,1,247,1,0,1
1,10,0,0,0,0,5,1,287,5,1,0
1,3,0,0,0,0,1,0,194,4,1,1
1,12,0,0,2,0,21,0,436,6,1,1
1,4,0,0,0,1,13,0,255,9,2,1
1,17,0,0,1,0,23,0,268,8,2,1
1,10,0,2,1,0,11,0,181,9,2,0
1,6,0,0,0,0,1,0,141,2,0,0
1,26,0,0,0,0,9,0,436,2,0,0
1,14,0,1,3,0,24,0,141,6,1,1
1,11,0,0,0,0,5,0,34,2,0,1
0,6,0,0,0,0,1,0,194,4,1,0
1,39,0,0,0,0,19,0,176,2,0,0
1,10,1,0,0,0,0,0,86,1,0,0
1,33,1,0,0,0,0,1,44,0,0,0
1,16,0,0,0,0,6,0,318,8,2,1
1,8,0,0,0,0,0,1,414,1,0,1
1,2,0,0,0,3,0,0,316,5,1,1
1,7,0,0,1,0,6,1,436,6,1,0
1,1,1,0,0,0,0,1,44,5,1,1
1,31,1,0,0,0,1,0,436,0,0,1
1,39,0,0,0,0,27,1,436,9,2,0
0,9,0,0,0,0,0,1,44,1,0,0
1,48,1,0,0,0,1,1,436,0,0,0
0,7,0,0,0,0,4,1,436,6,1,1
1,3,1,0,0,0,0,0,436,2,0,0
1,27,1,0,0,0,1,0,318,1,0,0
1,20,0,0,0,0,6,0,13,5,1,1
1,19,0,2,3,0,24,0,66,7,2,0
1,26,1,0,0,0,13,0,91,8,2,1
1,46,0,0,0,0,0,0,194,3,0,0
1,12,0,0,0,0,1,0,125,5,1,1
1,43,0,0,0,0,1,1,436,0,0,0
1,15,1,0,0,0,0,0,141,2,0,0
0,31,1,0,0,0,8,0,436,1,0,0
1,5,0,0,0,0,0,0,383,6,1,0
1,15,0,0,0,0,14,0,341,7,2,0
1,3,1,0,0,0,0,0,352,8,2,1
0,12,1,0,0,0,2,0,65,9,2,1
1,9,0,0,0,1,2,1,287,8,2,0
1,20,1,0,0,0,1,1,44,5,1,0
1,30,0,0,0,0,14,0,436,8,2,1
1,8,1,0,0,0,0,1,44,1,0,0
1,6,0,0,1,0,4,0,318,7,2,1
0,10,0,0,0,0,2,0,300,4,1,1
0,26,1,0,0,0,4,0,318,5,1,1
1,5,1,0,0,1,2,0,277,6,1,0
0,16,1,0,0,0,1,0,436,5,1,1
1,2,1,0,1,0,1,0,58,4,1,1
0,18,0,0,0,0,0,1,105,0,0,0
1,40,1,0,0,0,1,0,436,0,0,0
1,7,0,0,0,0,7,0,436,6,1,1
1,28,1,0,0,0,5,1,436,2,0,0
0,17,1,0,0,0,4,0,172,2,0,0
1,5,0,0,0,0,3,0,65,6,1,0
1,22,1,0,0,0,1,0,41,0,0,0
1,5,0,0,0,0,3,1,431,5,1,1
1,9,1,0,0,0,0,1,151,2,0,1
0,8,0,0,0,0,3,0,66,4,1,0
1,31,0,0,0,0,1,0,171,0,0,0
1,29,0,0,0,0,6,0,35,1,0,0
1,16,0,0,0,0,7,0,317,5,1,1
1,9,0,0,0,0,10,0,436,8,2,0
0,34,1,0,0,0,0,1,44,0,0,0
1,8,0,0,0,0,0,1,243,2,0,1
1,7,0,0,0,1,9,0,141,6,1,0
1,33,0,0,0,0,1,0,436,1,0,0
0,11,0,0,0,0,1,1,340,1,0,0
1,21,0,0,0,0,1,0,436,2,0,0
1,28,1,0,0,0,0,0,376,0,0,0
1,10,1,0,0,0,6,0,194,3,0,0
1,39,0,0,0,0,0,0,171,0,0,0
1,16,0,0,0,0,27,0,177,8,2,1
1,9,0,0,0,0,3,0,436,2,0,0
1,7,0,0,0,1,7,1,428,8,2,1
1,13,1,0,0,0,1,0,194,6,1,1
1,19,0,0,0,0,8,0,65,1,0,0
1,33,0,0,0,0,0,0,318,1,0,1
1,10,0,0,1,0,8,0,341,5,1,0
1,38,1,0,0,0,4,0,318,0,0,0
1,27,0,0,0,0,15,0,34,8,2,1
1,8,1,0,0,0,7,0,61,5,1,1
1,15,1,0,0,0,7,0,171,7,2,1
1,5,1,0,0,3,0,1,44,3,0,0
1,13,0,0,0,0,0,1,259,1,0,0
1,14,1,0,0,0,0,0,16,0,0,0
1,12,1,0,0,0,1,1,140,2,0,1
1,48,1,0,0,0,1,0,436,0,0,0
0,22,0,0,0,0,0,0,193,0,0,0
1,41,0,0,0,0,4,1,44,1,0,0
1,7,0,0,0,0,5,0,436,6,1,0
1,9,0,0,0,0,3,1,211,6,1,0
1,4,0,0,0,0,0,0,194,2,0,0
1,40,1,0,0,0,1,0,167,0,0,0
1,31,0,0,0,0,1,1,44,0,0,0
1,11,1,0,0,0,2,0,194,2,0,0
0,26,1,0,0,0,11,0,172,6,1,1
1,6,0,0,0,0,2,0,65,3,0,0
1,9,0,0,0,0,0,0,14,7,2,1
0,16,0,0,0,0,5,0,341,4,1,1
1,6,1,0,0,0,0,0,300,4,1,0
0,17,1,0,1,0,3,0,9,3,0,0
1,47,1,0,0,0,4,1,44,2,0,0
1,11,0,0,2,1,7,0,194,7,2,1
1,12,0,1,0,0,5,0,15,8,2,1
1,5,0,0,1,1,1,0,296,1,0,0
1,14,1,0,0,0,2,0,309,3,0,1
1,4,1,0,0,0,2,0,436,4,1,0
1,3,0,0,0,0,0,1,44,2,0,0
0,25,1,0,0,0,0,1,44,1,0,0
1,11,0,0,0,0,0,0,276,7,2,0
1,25,0,0,0,0,1,0,349,2,0,0
1,7,0,0,0,0,1,0,436,1,0,0
1,29,1,0,0,0,0,1,44,0,0,0
0,3,0,0,0,0,0,0,194,4,1,0
0,7,0,0,0,0,1,1,135,5,1,0
1,36,1,0,0,0,0,1,44,0,0,0
1,16,0,0,0,1,3,0,214,0,0,1
0,10,0,0,0,0,2,1,44,1,0,0
0,35,1,0,0,0,4,0,257,0,0,1
1,36,0,0,0,0,0,1,373,0,0,0
1,16,0,0,0,0,2,0,176,3,0,0
0,42,1,0,0,0,0,0,50,0,0,1
1,4,0,0,0,0,0,0,194,3,0,0
1,33,0,0,0,0,3,0,176,6,1,0
1,11,0,0,0,0,0,0,171,1,0,1
0,10,0,0,0,0,1,0,426,4,1,0
1,18,1,0,0,0,6,0,194,6,1,0
1,10,0,0,0,1,5,1,436,5,1,0
1,15,1,0,0,0,0,0,188,0,0,1
1,25,1,0,0,0,4,1,44,1,0,0
1,14,1,0,0,0,5,0,341,4,1,1
0,17,0,0,0,0,0,0,318,2,0,1
1,5,0,0,0,0,1,0,169,3,0,1
1,7,0,0,0,0,4,0,90,5,1,1
1,51,1,0,0,0,6,0,141,1,0,1
1,3,0,0,0,0,3,0,188,5,1,1
1,29,0,0,0,0,23,0,275,6,1,1
1,11,0,0,1,0,13,0,268,9,2,1
1,18,1,0,0,0,14,0,194,3,0,1
1,8,0,0,0,0,9,0,138,7,2,1
1,14,0,0,0,0,8,0,194,2,0,1
0,9,1,0,0,0,3,0,436,6,1,1
1,10,1,0,0,0,0,0,121,6,1,0
1,30,1,0,0,0,1,1,140,0,0,1
1,5,1,0,0,0,2,0,436,6,1,1
1,26,1,0,0,0,0,1,44,0,0,0
1,24,0,0,0,0,7,1,139,4,1,0
1,21,0,0,0,0,5,0,194,6,1,0
1,37,1,0,0,0,0,1,44,4,1,0
1,9,0,0,0,0,5,0,61,8,2,1
0,13,1,0,0,0,0,1,44,8,2,0
1,7,0,0,0,0,0,0,271,1,0,0
1,14,1,0,0,2,6,1,339,6,1,0
1,18,0,0,0,0,2,0,141,4,1,0
1,3,0,0,0,0,3,0,436,6,1,1
1,21,1,0,0,0,2,1,140,3,0,0
0,8,0,0,0,0,0,1,44,1,0,0
1,10,0,0,0,0,8,0,194,7,2,1
1,49,1,0,0,0,2,1,339,0,0,1
1,19,1,0,0,0,3,1,140,0,0,0
1,5,0,0,0,0,2,1,93,7,2,1
0,31,0,0,0,0,14,1,44,6,1,1
1,14,1,0,0,0,9,1,398,6,1,1
1,23,1,0,0,0,9,1,44,5,1,0
1,7,0,0,0,0,1,1,44,2,0,0
0,39,1,0,0,0,3,0,50,0,0,0
1,40,1,0,0,0,0,1,44,0,0,0
1,26,0,2,0,0,19,1,44,8,2,1
1,10,0,0,0,0,1,0,12,3,0,0
0,21,0,0,0,0,0,0,194,4,1,1
1,36,1,0,0,0,0,0,5,0,0,0
1,25,1,0,0,0,0,1,106,3,0,0
1,13,0,0,0,0,5,1,44,9,2,0
1,12,0,4,1,0,11,0,250,9,2,0
1,9,1,0,1,3,4,1,44,3,0,1
1,10,0,0,0,0,0,1,44,1,0,1
1,6,0,0,0,0,0,1,290,6,1,0
1,25,1,0,0,0,0,1,379,0,0,0
1,26,0,0,0,0,10,1,140,3,0,1
1,33,0,0,0,0,4,0,436,6,1,0
1,13,0,0,0,0,1,0,37,2,0,0
1,5,0,0,0,0,0,0,250,2,0,0
1,8,0,2,1,0,8,1,333,9,2,1
1,18,1,0,0,0,5,1,428,2,0,1
1,9,1,0,0,0,1,0,436,8,2,0
1,6,0,0,0,0,0,0,168,9,2,1
1,48,1,0,0,0,0,1,44,0,0,0
0,18,1,0,0,1,3,0,318,3,0,0
1,5,1,0,0,0,1,0,318,2,0,1
0,4,0,0,0,0,0,1,44,6,1,1
1,38,0,0,0,0,4,0,318,0,0,0
1,11,1,0,0,0,10,0,436,5,1,1
0,40,0,0,0,0,3,1,436,0,0,0
1,6,1,0,1,2,3,1,105,4,1,0
1,4,0,0,0,0,0,0,59,2,0,1
1,21,1,0,0,0,0,1,44,0,0,0
1,28,1,0,0,0,10,0,436,6,1,1
1,20,1,0,0,0,1,0,311,0,0,1
1,5,1,0,0,0,0,1,430,7,2,1
1,7,0,0,0,0,0,0,170,7,2,0
1,13,0,0,0,0,19,0,141,8,2,1
0,7,0,0,0,0,1,1,44,2,0,1
1,8,0,0,0,0,6,0,436,5,1,0
1,7,0,0,0,1,2,0,296,8,2,0
1,19,1,0,0,0,11,0,141,7,2,1
1,18,0,0,0,0,0,0,194,0,0,0
1,8,0,0,0,0,1,0,250,5,1,1
1,17,0,0,0,0,7,0,341,3,0,1
1,4,0,0,0,0,2,0,90,3,0,1
1,7,1,0,0,0,0,0,18,1,0,0
1,6,1,0,0,0,0,1,88,6,1,0
1,6,0,0,0,0,2,1,379,6,1,1
1,3,0,0,0,1,0,0,194,8,2,1
1,14,1,2,0,1,15,0,318,8,2,1
1,15,0,0,0,0,2,1,44,1,0,1
1,15,0,0,0,0,10,0,318,8,2,1
0,5,0,0,0,0,4,1,436,7,2,1
1,11,1,0,0,0,0,1,106,2,0,0
1,32,1,0,0,0,8,0,109,2,0,0
1,14,1,0,0,0,5,0,436,4,1,1
1,15,0,0,0,0,14,0,141,7,2,1
1,19,0,0,1,0,13,0,5,7,2,1
1,9,0,0,0,0,9,0,65,6,1,1
1,9,0,0,0,0,0,1,44,0,0,0
0,34,0,0,0,0,21,0,177,6,1,1
1,40,0,0,0,0,1,0,436,0,0,0
1,9,0,0,0,0,4,0,121,7,2,0
1,10,0,0,0,0,5,0,16,3,0,1
1,10,1,0,0,0,1,0,318,6,1,1
0,13,1,0,0,0,0,1,44,2,0,0
1,12,1,0,1,0,11,0,436,8,2,1
1,6,0,0,0,0,3,1,436,6,1,0
1,8,0,0,0,0,6,0,317,8,2,1
1,25,1,0,0,0,0,1,107,0,0,0
1,13,0,0,0,1,2,0,90,0,0,1
1,4,0,0,0,0,3,0,169,5,1,1
1,5,0,0,0,0,0,0,65,4,1,0
1,24,1,0,0,0,0,1,140,3,0,0
1,16,0,0,0,0,0,1,436,1,0,1
1,12,0,0,3,0,18,1,44,9,2,0
1,11,0,0,0,0,1,0,161,8,2,0
1,20,1,0,0,0,2,0,436,3,0,1
1,8,1,0,0,1,3,1,248,3,0,0
1,33,0,0,0,0,5,1,139,6,1,0
1,5,0,0,0,0,0,0,188,2,0,1
1,16,0,0,0,0,7,0,436,4,1,1
1,17,0,0,0,0,1,1,432,1,0,0
1,4,1,0,0,0,0,0,284,2,0,0
1,11,0,0,0,0,10,1,30,9,2,1
1,22,0,0,0,0,0,0,376,1,0,0
1,18,0,0,0,0,2,0,318,1,0,0
1,8,0,0,0,0,8,0,436,7,2,1
1,7,0,0,0,0,1,0,64,2,0,1
1,51,1,0,0,0,0,1,105,0,0,0
1,9,0,0,1,0,1,0,194,3,0,0
1,2,1,0,0,0,0,0,194,4,1,1
1,9,0,0,0,0,1,0,388,0,0,0
0,6,0,0,0,0,6,1,436,5,1,0
1,24,1,0,0,0,0,0,17,0,0,0
1,7,1,0,0,0,1,0,58,2,0,0
1,28,1,0,0,0,1,0,436,0,0,1
1,7,0,0,0,0,0,0,426,3,0,0
1,4,0,0,0,0,0,0,250,2,0,0
1,3,1,0,0,0,0,0,64,3,0,0
1,12,0,0,0,0,1,1,44,1,0,0
1,28,1,0,0,0,9,1,44,4,1,0
1,8,0,0,0,0,2,1,44,6,1,0
1,15,0,0,0,0,0,0,436,4,1,1
1,22,0,0,0,0,1,1,44,0,0,0
1,16,1,0,0,0,0,0,318,3,0,0
1,4,1,0,0,0,1,0,194,1,0,1
1,13,0,0,0,0,4,1,30,2,0,1
1,41,1,0,0,0,3,1,140,0,0,1
1,32,0,0,0,0,0,0,21,0,0,0
1,39,0,0,0,0,8,0,172,4,1,1
1,13,0,0,0,0,5,1,30,4,1,0
0,33,0,0,0,0,1,1,44,6,1,0
1,26,0,0,0,0,9,0,194,7,2,0
1,30,0,0,0,0,5,0,318,8,2,1
0,7,1,0,0,0,0,0,194,3,0,0
1,33,0,0,0,0,5,1,436,2,0,0
1,32,1,0,0,0,0,0,436,0,0,1
1,39,1,0,0,0,2,0,436,0,0,0
1,37,1,0,0,0,0,1,102,0,0,0
1,41,0,0,0,0,4,0,318,2,0,1
0,24,0,0,0,0,0,0,9,0,0,0
1,40,0,0,0,0,16,0,177,8,2,0
1,14,0,0,0,0,21,0,177,8,2,1
1,24,0,0,0,0,1,0,383,3,0,0
1,11,0,0,0,0,8,0,436,7,2,1
1,3,0,0,0,0,1,0,436,5,1,0
1,13,1,0,0,0,1,1,105,1,0,1
1,40,1,0,0,0,0,1,104,0,0,0
1,4,0,0,0,1,1,0,250,6,1,1
1,28,1,0,0,0,1,1,44,0,0,1
1,32,1,0,0,0,0,1,44,1,0,1
1,28,0,0,0,0,2,0,194,8,2,0
0,26,0,0,1,0,11,0,318,7,2,1
1,17,0,0,0,0,4,1,44,4,1,0
1,12,0,0,1,0,14,0,188,8,2,1
1,24,0,0,0,0,2,0,318,4,1,0
1,28,0,0,0,0,5,0,188,0,0,1
1,24,0,0,0,0,0,0,268,9,2,1
1,19,0,0,0,0,12,0,436,2,0,0
1,11,1,0,0,0,7,0,21,9,2,1
1,14,0,0,0,1,8,0,21,3,0,0
0,15,0,0,0,0,1,1,44,0,0,0
1,7,1,0,0,0,4,0,347,3,0,0
0,15,0,0,0,0,0,1,44,0,0,0
0,46,1,0,0,0,7,1,144,2,0,0
1,17,1,0,0,0,1,0,318,0,0,1
1,38,0,0,0,0,1,0,436,0,0,0
1,20,1,0,0,0,0,1,44,2,0,1
0,22,0,0,0,0,4,1,436,0,0,0
1,16,0,0,0,0,3,0,436,6,1,0
1,10,0,0,0,1,4,0,194,3,0,0
1,33,0,0,0,0,0,1,44,0,0,0
1,17,0,0,0,0,2,1,44,1,0,0
1,43,0,0,0,0,5,0,318,1,0,0
1,7,0,0,0,0,0,0,273,2,0,0
1,7,0,0,0,0,4,0,176,6,1,1
1,8,0,0,0,0,0,1,247,4,1,0
1,24,1,0,0,0,1,1,44,0,0,0
0,7,0,0,0,0,1,0,194,3,0,0
1,8,0,0,1,0,13,1,139,9,2,1
1,13,0,0,0,0,9,0,278,6,1,0
1,17,1,0,0,1,1,0,318,1,0,0
0,23,0,0,0,0,4,0,436,1,0,1
1,16,1,0,0,0,0,0,216,0,0,0
1,28,1,0,0,0,5,1,436,0,0,0
0,15,1,0,0,0,1,1,44,1,0,0
1,12,0,0,0,1,3,0,71,1,0,0
0,32,0,0,0,0,7,1,44,3,0,0
1,3,0,0,0,0,0,0,59,4,1,0
1,13,0,0,0,0,2,0,252,6,1,1
0,5,0,0,0,0,0,1,44,3,0,0
1,7,0,0,0,0,1,0,58,5,1,0
0,6,1,0,0,0,1,0,436,4,1,0
1,13,0,0,0,0,13,1,287,9,2,1
1,42,0,0,0,0,0,0,194,0,0,0
1,12,0,0,0,0,2,0,436,1,0,0
1,28,1,0,0,0,0,1,140,0,0,0
1,3,1,0,0,1,0,1,44,3,0,1
1,10,0,4,0,0,6,1,136,8,2,0
1,17,0,0,0,0,0,0,250,7,2,0
0,22,0,0,0,0,7,1,331,3,0,0
1,5,0,0,0,0,1,0,194,9,2,1
1,5,0,0,0,0,3,0,194,5,1,1
1,10,0,0,0,0,2,1,342,3,0,0
1,28,1,0,0,1,2,1,287,3,0,0
1,38,0,0,0,0,1,0,436,1,0,0
1,23,0,0,0,0,19,0,141,5,1,0
1,6,0,0,0,0,1,1,44,3,0,1
1,7,0,0,0,1,7,0,34,7,2,0
0,15,1,0,0,0,0,1,44,0,0,0
1,30,1,0,0,0,2,1,436,7,2,0
1,15,0,0,0,0,11,0,252,5,1,1
1,7,1,0,0,0,6,0,165,7,2,1
1,40,0,0,0,0,36,0,177,6,1,1
1,12,0,0,1,1,7,0,289,4,1,1
0,25,1,0,0,0,7,0,5,7,2,0
1,14,1,0,0,0,0,0,141,2,0,0
